,paper,github_link
509,Refactoring-Aware code review,https://github.com/rodrigo-brito/refactoring-aware-diff
510,The effect of processing solvent dependent film aggregation on the photovoltaic performance of squaraine:PC71BM bulk heterojunction solar cells,
511,Precise local temperature measurement of fully encapsulated ovenized MEMS devices,https://github.com/topics/dht-temperature-sensors%3Fo%3Dasc%26s%3Dstars
512,A new low power MEMS dual mode clock with PPB stability over temperature,https://github.com/weizh/hw2-weizhan1/blob/master/hw2-weizhan1/src/main/resources/stanfordModels/inanimate.unigrams.txt
513,A comparison of different punctuation prediction approaches in a translation context,https://github.com/dqqcasia/awesome-speech-translation/blob/master/README.md
514,First fatigue measurements on thick epi-polysilicon MEMS in ultra-clean environment,https://github.com/shiruipan/TriDNR/blob/master/data/M10/docs.txt
515,"The field of view, the field of resolution, and the field of contrast sensitivity",https://github.com/w3c/low-vision-a11y-tf/blob/gh-pages/requirements.html
516,Pupillometry of HDR video viewing,https://github.com/topics/pupillometry
517,CloudKit: Structured storage for mobile applications,https://github.com/munhitsu/CRAttributes
518,Detecting and defending against certificate attacks with origin-bound CAPTCHAs,https://github.com/AlmondOffSec/PassTheCert
519,Structured control nets for deep reinforcement learning,https://github.com/wongongv/scnwithdqn
520,Development of a perceptually calibrated objective metric for auto white balance,https://github.com/topics/auto-white-balance
521,Learning sharing behaviors with arbitrary numbers of agents: Socially interactive agents track,https://github.com/topics/social-agents
522,"The hydrogen cold work peak in BCC Iron: Revisited, with first principles calculations and implications for hydrogen embrittlement",
523,Minimally-invasive neural interface for distributed wireless electrocorticogram recording systems,https://github.com/faturita/Sensors/blob/master/BrainScience/brainscience.bib
524,Robot-to-human feedback and automatic object grasping using an RGB-D camera-projector system,https://github.com/GeorgeDu/vision-based-robotic-grasping
525,Towards weakly supervised acoustic subword unit discovery and lexicon development using hidden Markov models,https://github.com/pbagos/juchmme
526,Modular 128-Channel Δ - ΔΣ Analog Front-End Architecture Using Spectrum Equalization Scheme for 1024-Channel 3-D Neural Recording Microsystems,
527,Resource Allocation in Public Safety Broadband Networks with Rapid-Deployment Access Points,https://github.com/jwwthu/GNN-Communication-Networks
528,An exploration of discerning search,https://github.com/YuzheSHI/awesome-agi-cocosci
529,Comparing Fusion Models for DNN-Based Audiovisual Continuous Speech Recognition,https://github.com/zzw922cn/awesome-speech-recognition-speech-synthesis-papers
530,Impact of Helical Chain Shape in Sequence-Defined Polymers on Polypeptoid Block Copolymer Self-Assembly,
531,Functional Compartmentalization within Starburst Amacrine Cell Dendrites in the Retina,
532,Dynamic Power Reduction in Scalable Neural Recording Interface Using Spatiotemporal Correlation and Temporal Sparsity of Neural Signals,https://github.com/eselkin/awesome-computational-neuroscience
533,VizByWiki: Mining data visualizations from the web to enrich news articles,https://github.com/vizbywiki/VizByWiki
534,Copper- and chloride-mediated synthesis and optoelectronic trapping of ultra-high aspect ratio palladium nanowires,https://github.com/topics/optoelectronics%3Fo%3Ddesc%26s%3Dupdated
535,Identifying Task Boundaries in Digital Assistants,https://github.com/topics/digital-assistant
536,Temperature compensation of resonant accelerometer via nonlinear operation,https://github.com/JiMcNulty/FDC
537,Unanticipated results in the first direct measurements of anchor damping in MEMS resonators,
538,Thermal effects of ovenized clocks on episeal encapsulated inertial measurement units,https://github.com/facebookresearch/imu2clip
539,Epitaxial encapsulation of fully differential electrodes and large transduction gaps for MEMS resonant structures,https://github.com/markpbaggett/trace_metadata_reports/blob/master/full_dump_supplementals/keywords.md
540,Interwoven Feeding Networks with Aperture Sinc-Distribution for Limited-Scan Phased Arrays and Reduced Number of Phase Shifters,
541,Lateral diffusion doping of silicon for temperature compensation of MEMS resonators,https://github.com/arquivo/Research-Websites-Preservation/blob/master/classifier/filtered_projects_classification.csv
542,Influence of Surface Energy and Roughness on Hole Mobility in Solution-Processed Hybrid Organic Thin Film Transistors,https://github.com/supersciencegrl/easy-wiley/blob/master/AdvMater.xml
543,Blind source separation in the physical layer,https://github.com/topics/blind-source-separation%3Fo%3Dasc%26s%3Dforks
544,Fast incremental bundle adjustment with covariance recovery,https://github.com/martin-velas/SLAM_plus_plus
545,A fW- and kHz-class feedforward leakage self-suppression logic requiring no external sleep signal to enter the leakage suppression mode,https://github.com/topics/feedforward-neural-network%3Fl%3Dhtml
546,Graphene Stress Transducer-Based Thermo-Mechanically Fractured Micro Valve,https://github.com/markpbaggett/trace_metadata_reports/blob/master/full_dump_supplementals/keywords.md
547,Wideband Antenna Systems for Millimeter-Wave Amplitude-Only Direction Finding,https://github.com/culurciello/eLab-bib-files/blob/master/UWB.bib
548,BBN’s low-resource machine translation for the LoReHLT 2016 evaluation,https://github.com/topics/low-resource-machine-translation
549,Economic Openness and Institutional Embeddedness: Global Capital and Firm Performance in China's Stock Market*,https://github.com/CenterForSpatialResearch/weakTies/blob/master/data_topfields/economics.csv
550,Optical calorimetry in microfluidic droplets,https://github.com/phcerdan/beamer-Biophysics27_04_16/blob/master/leipzig2015.bib
551,Ultra High-Dimensional Nonlinear Feature Selection for Big Biological Data,https://github.com/riken-aip/pyHSICLasso
552,The Mixturegram: A Visualization Tool for Assessing the Number of Components in Finite Mixture Models,https://github.com/dsy109/mixtools
553,Patterning of graphene oxide with optoelectronic tweezers,https://github.com/wannadie/mendeley-parser/blob/master/output/electrical-and-electronic-engineering/electrical-and-electronic-engineering-h.csv
554,Extreme Datacenter Specialization for Planet-Scale Computing,https://github.com/planetscale
555,"“As We Grow, It Will Become a Priority”*: American Mobile Start-Ups’ Privacy Practices",
556,Computational imaging enables a “see-through” lens-less camera,https://github.com/PixarAnimationStudios/USD/blob/release/CHANGELOG.md
557,Geographic language models for automatic speech recognition,https://github.com/topics/language-model
558,Enhancement and analysis of conversational speech: JSALT 2017,https://github.com/topics/speech-enhancement
559,Characterizing mode-dependent loss and gain in multimode components,https://github.com/wavefrontshaping/pyMMF
560,Measurement of Activation Volume for Creep of Dry Olivine at Upper-Mantle Conditions,
561,CMOS Monolithic Electrochemical Gas Sensor Microsystem Using Room Temperature Ionic Liquid,https://github.com/supersciencegrl/easy-wiley/blob/master/AdvMater.xml
562,A Rank Decomposed Statistical Error Compensation Technique for Robust Convolutional Neural Networks in the Near Threshold Voltage Regime,https://github.com/kyrcha/deep-learning-pipelines/blob/master/data/ieee-tnnls-titles.txt
563,Designing a physician leadership development program based on effective models of physician education,https://github.com/bowlofstew/rootkit.com/blob/master/90210/phide2/phide2.doc
564,Studying topical relevance with evidence-based crowdsourcing,https://github.com/CrowdTruth/NYT-Crowdsourcing-Topical-Relevance
565,Mix'n match: Integrating text matching and product substitutability within product search,https://github.com/cvangysel/cuNVSM/blob/master/PRODUCT_SUBSTITUTABILITY.md
566,"Scalable Fabrication of Stretchable, Dual Channel, Microfluidic Organ Chips",https://github.com/topics/microfluidics%3Fo%3Dasc%26s%3Dforks
567,Traffic-aware routing in road networks,https://github.com/bcgov/ols-router/issues/25
568,An effective multivariate control chart for detecting small mean shifts using support vector data description,https://github.com/topics/control-chart
569,Personal inertial navigation system assisted by mems ground reaction sensor array and interface ASIC for GPS-denied environment,https://github.com/siddarthiyer/GPS-aided-Inertial-Navigation-System-Module
570,Instrument Calibration of the Interface Region Imaging Spectrograph (IRIS) Mission,https://github.com/i4Ds/awesome-helio
571,Disentangling the Modes of Variation in Unlabelled Data,https://github.com/facebookresearch/disentangling-correlated-factors
572,"Dijkstra’s-DBSCAN: Fast, Accurate, and Routable Density Based Clustering of Traffic Incidents on Large Road Network",https://github.com/mhahsler/dbscan
573,Bringing the web up to speed with webassembly,https://github.com/mbasso/awesome-wasm
574,A DPLL-Centric bluetooth low-energy transceiver with a 2.3-mW interference-tolerant hybrid-loop receiver in 65-nm CMOS,https://github.com/jpruiz84/ScientoPy/blob/master/dataInExample/scientopy_scopus_'Bluetooth_low_energy'_000-001830.csv
575,A Sub-mW Fractional-N ADPLL with FOM of -246 dB for IoT applications,https://github.com/jpruiz84/ScientoPy/blob/master/dataInExample/scientopy_wos_'Bluetooth_low_energy'_002-001313.csv
576,A 60-GHz 144-element phased-array transceiver for backhaul application,https://github.com/PythonSpiderMan/ScrappedData/blob/master/IEEE_5G.md
577,Acoustic fiber bragg grating and its application in high temperature sensing,https://github.com/benfrey/FBG-SimPlus
578,A Smart Capsule With a Hydrogel-Based pH-Triggered Release Switch for GI-Tract Site-Specific Drug Delivery,https://github.com/CapsuleEndoscope/VirtualCapsuleEndoscopy
579,Global pose estimation with an attention-based recurrent network,
580,VoxelNet: End-to-End Learning for Point Cloud Based 3D Object Detection,https://github.com/ModelBunker/VoxelNet-PyTorch
581,Adversarial fisher vectors for unsupervised representation learning,https://github.com/apple/ml-afv
582,Multiple futures prediction,https://github.com/apple/ml-multiple-futures-prediction
583,A-MHA∗: Anytime multi-heuristic A∗,https://github.com/nrkumar93/amha_star
584,Toward understanding the impact of staleness in distributed machine learning,https://github.com/topics/distributed-learning
585,Improving knowledge base construction from robust infobox extraction,https://github.com/BrambleXu/knowledge-graph-learning/issues/218
586,Enhanced viewing experience considering chromatic adaptation,https://github.com/yuhao/blog/blob/main/md/chromatic-adaptation.md
587,LTPO TFT technology for amoleds,
588,Addressing the loss-metric mismatch with adaptive loss alignment,https://github.com/KevinMusgrave/pytorch-metric-learning
589,"Green’s dyadic, spectral function, local density of states, and fluctuation dissipation theorem",https://github.com/vatsalgit/TopicEvolution/blob/master/dynamic_topic_model.ipynb
590,HDArray: Parallel array interface for distributed heterogeneous devices,https://github.com/topics/heterogeneous-parallel-programming
591,Neural Architecture Search for Adversarial Medical Image Segmentation,https://github.com/jackguagua/awesome-nas-papers/blob/master/README.md
592,Connecting and comparing language model interpolation techniques,https://github.com/shayneobrien/language-modeling
593,Mirroring to build trust in digital assistants,https://github.com/topics/digital-assistant
594,Reverse transfer learning: Can word embeddings trained for different NLP tasks improve neural language models?,https://github.com/cedrickchee/awesome-transformer-nlp
595,Bandwidth embeddings for mixed-bandwidth speech recognition,https://github.com/nanahou/Awesome-Bandwidth-Extension
596,Coarse-to-fine optimization for speech enhancement,https://github.com/topics/speech-enhancement
597,Leveraging acoustic cues and paralinguistic embeddings to detect expression from voice,https://github.com/ZihengZZH/bipolar-disorder/blob/master/docs/literature.md
598,Neural network-based modeling of phonetic durations,https://github.com/ashwin9999/speech-recognition-CNN
599,Active learning for domain classification in a commercial spoken personal assistant,https://github.com/mzhao98/ActiveLearning_ImageClassification
600,Towards achieving robust universal neural vocoding,https://github.com/bshall/UniversalVocoding
601,PQ-VAE: Efficient recommendation using quantized embeddings,https://github.com/matthewvowels1/Awesome-VAEs
602,Fast and exact public transit routing with restricted Pareto sets,https://github.com/transnetlab/transit-routing
603,Mentor pattern identification from product usage logs,https://github.com/open-life-science/open-life-science.github.io
604,The crisis of democracy and the science of deliberation,https://github.com/topics/deliberative-democracy
605,Comparison of the correlation of different pulse transit time parameters to blood pressure,https://github.com/DanieleRussoGH/Sintec_project
606,Mobile Display Power Reduction for Video Using Standardized Metadata,https://github.com/leandromoreira/digital_video_introduction
607,Single exhale biomarker breathalyzer,https://github.com/topics/breathalyzer
608,Issues reproducing handshake on mobile phone cameras,https://github.com/AR-js-org/AR.js/issues/278
609,Analysis of Thermally Actuated RF-MEMS Switches for Power Limiter Applications,https://github.com/dectrfov/IROS2021PaperList
610,"Wireless Network Instabilities in the Wild: Measurement, Applications (Non)Resilience, and OS Remedy",https://github.com/dectrfov/IROS2021PaperList
611,A 78.5-dB SNDR radiation- A nd metastability-tolerant two-step split SAR ADC operating up to 75 MS/s with 24.9-mW power consumption in 65-nm CMOS,
612,Modified Uncertainty and Disturbance Estimator for Enhanced Periodic Signals Suppression,https://github.com/topics/periodic-signals
613,Human-Centered Risk Assessment of an Automated Vehicle Using Vehicular Wireless Communication,https://github.com/PaoPaoRobot/ICRA2022-paper-list
614,7.2-kV Single-Stage Solid-State Transformer Based on the Current-Fed Series Resonant Converter and 15-kV SiC mosfets,
615,Methodology for Analyzing ESD-Induced Soft Failure Using Full-Wave Simulation and Measurement,https://github.com/jaijeet/BESD
616,Information-Weighted Neural Cache Language Models for ASR,https://github.com/lverwimp/tf-lm
617,Ultrahigh-Working-Frequency Embedded Supercapacitors with 1T Phase MoSe 2 Nanosheets for System-in-Package Application,https://github.com/htmicron/ht32sx/blob/startPage/README.md
618,An Industry and Government Perspective on Challenges and Open Problems in Signal Processing,https://github.com/topics/signal-processing-perspective
619,Emerging MPEG Standards for Point Cloud Compression,https://github.com/MPEGGroup/mpeg-pcc-tmc2
620,A low power receiver front-end design with tunable notch filter for TX leakage and blocker suppression,https://github.com/culurciello/eLab-bib-files/blob/master/UWB.bib
621,LCLC Converter with Optimal Capacitor Utilization for Hold-Up Mode Operation,https://github.com/yu3ma/FSFR2100_LLC_SMPS
622,A hybrid solution for smart supermarkets based on actuator networks,https://github.com/topics/smart-home-solutions%3Fo%3Ddesc%26s%3Dupdated
623,Coupling-Cancellation-Antenna for Improving Doppler Radar Motion Measurement Accuracy,https://github.com/ZHOUYI1023/awesome-radar-perception
624,Measurement of the Complex Human Atrial-Ventricular Motions using Contact-Based Doppler Radar,https://github.com/ZHOUYI1023/awesome-radar-perception
625,Image content is more important than Bouma’s law for scene metamers,https://github.com/billbrod/foveated-metamers
626,Polar Coding for Processes With Memory,https://github.com/ecrc/polar
627,Structured Design Methodology to Achieve a High SNR Electrical Impedance Tomography,https://github.com/topics/electrical-impedance-tomography
628,"Micro-Electrode-Dot-Array Digital Microfluidic Biochips: Technology, Design Automation, and Test Techniques",
629,An Integrated Multilevel Converter With Sigma-Delta Control for LED Lighting,https://github.com/oliviercotte/Multi-level-delta-sigma-modulator
630,Reliability of micro-alloyed SnAgCu based solder interconnections for various harsh applications,https://github.com/vatsalgit/TopicEvolution/blob/master/dynamic_topic_model.ipynb
631,Using Machine Learning to Recommend Correctness Checks for Geographic Map Data,https://github.com/geoai-lab/MapMetadataEnrichment
632,MVX-net: Multimodal VoxelNet for 3D object detection,https://github.com/open-mmlab/mmdetection3d/blob/master/configs/mvxnet/README.md
633,Parametric Cepstral Mean Normalization for Robust Speech Recognition,https://github.com/julius-speech/julius/blob/master/doc/Normalize.md
634,Exploring Retraining-free Speech Recognition for Intra-sentential Code-switching,https://github.com/gentaiscool/code-switching-papers
635,Voice Trigger Detection from Lvcsr Hypothesis Lattices Using Bidirectional Lattice Recurrent Neural Networks,https://github.com/qiujiali/lattice_rnn
636,Video-Based Point-Cloud-Compression Standard in MPEG: From Evidence Collection to Committee Draft [Standards in a Nutshell],https://github.com/MPEGGroup/mpeg-pcc-tmc2
637,Measurement of internal polarization by QCSE induced level shift in AlGaN quantum cascade emitters,https://github.com/vatsalgit/TopicEvolution/blob/master/dynamic_topic_model.ipynb
638,Using text mining for personalization and recommendation for an enriched hybrid learning experience,https://github.com/inokufu-open/machine-learning-for-human-learning
639,App usage predicts cognitive ability in older adults,https://github.com/rpaudel42/CognitiveHealthPrediction
640,Learning conditional error model for simulated time-series data,https://github.com/FrancisArgnR/Time-series---deep-learning---state-of-the-art
641,Sliced wasserstein discrepancy for unsupervised domain adaptation,https://github.com/apple/ml-cvpr2019-swd
642,Experimentally Observed Nonlinear Dissipation Linked to Contributions from Gas Damping and TED in Mems Flexural Mode Resonators,
643,Nonlinearity of Degenerately Doped Flexural Mode Silicon Micromechanical Resonators,https://github.com/wannadie/mendeley-parser/blob/master/output/electrical-and-electronic-engineering/electrical-and-electronic-engineering-c.csv
644,Effect of Substrate Thickness on Anchor Damping in MEMS Devices,https://github.com/shiruipan/TriDNR/blob/master/data/M10/docs.txt
645,Large-displacement vertical electrostatic microactuator dynamics using duty-cycled softening/stiffening parametric resonance,https://github.com/nishkalavallabhi/BlogCode/blob/master/tempKPEout-allinspec-textrank.txt
646,Resonant microelectromechanical receiver,https://github.com/topics/frequency%3Fl%3Dc%252B%252B
647,Accounting for spectroscopic effects in laser-based open-path eddy covariance flux measurements,https://github.com/topics/eddy-covariance
648,Micro-tethering for fabrication of encapsulated inertial sensors with high sensitivity,https://github.com/topics/inertial-sensors%3Fl%3Dpython
649,"Westlaw Edge AI features demo: KeyCite Overruling Risk, Litigation Analytics, and WestSearch plus",https://github.com/Liquid-Legal-Institute/Legal-Text-Analytics
650,Improving the translation environment for professional translators,https://github.com/UlionTse/translators
651,FoundationDB record layer: A multi-tenant structured datastore,https://github.com/FoundationDB/fdb-record-layer
652,Data platform for machine learning,https://github.com/topics/machine-learning-platform
653,Catalyst: A cloud-based media processing framework,https://github.com/catalyst-cloud
654,A 2.4-mm2 130-mW MMSE-Nonbinary LDPC Iterative Detector Decoder for 4 × 4 256-QAM MIMO in 65-nm CMOS,https://github.com/tavildar/LDPC/blob/master/README.md
655,A General Safety Framework for Learning-Based Control in Uncertain Robotic Systems,https://github.com/ahoereth/ddpg/blob/master/docs/slides/library.bib
656,"Raise to speak: An accurate, low-power detector for activating voice assistants on smartwatches",https://github.com/topics/voice-activity-detection%3Fo%3Ddesc%26s%3Dupdated
657,Developing measures of cognitive impairment in the real world from consumer-grade multimodal sensor streams,https://github.com/vkola-lab/ncomms2022
658,Ratio Extension Technique for Ladder-/ Dickson- Based Multiple-Output Switched-Capacitor DC-DC Converters,https://github.com/topics/dc-dc-converter%3Fl%3Dmatlab
659,A 12-b 1-GS/s 31.5-mW Time-Interleaved SAR ADC With Analog HPF-Assisted Skew Calibration and Randomly Sampling Reference ADC,
660,"One year submillisecond fast solar database: Collection, investigation, and application",https://github.com/topics/solar-energy
661,Real-Time Millimeter-Wave MIMO Channel Sounder for Dynamic Directional Measurements,https://github.com/CarmenDAndrea/mmWave_Channel_Model
662,Towards learning multi-agent negotiations via self-play,https://github.com/RaghuHemadri/Multi-Agent-Reinforcement-Learning-Survey-Papers
663,Resource Shared Galois Field Computation for Energy Efficient AES/CRC in IoT Applications,https://github.com/topics/galois-field%3Fo%3Dasc%26s%3Dstars
664,Realistic Creep Characterization for Sn3.0Ag0.5Cu Solder Joints in Flip Chip BGA Package,
665,Optical measurement of surface topographies with transparent coatings,https://github.com/topics/optical-measurements
666,Speaker-independent speech-driven visual speech synthesis using domain-adapted acoustic models,https://github.com/gopala-kr/a-week-in-wild-ai/blob/master/03-speech-processing/README.md
667,Scaling of the Nonlocal Spin and Baseline Resistances in Graphene Lateral Spin Valves,https://github.com/SatoshiHaku/AndoLab_EstimationManual/blob/master/ref.bib
668,An 18 nW-47/-40 dBm Sensitivity 3/100 kbps MEMS-Assisted CMOS Wake-Up Receiver,
669,Use of carbon stable isotopes to monitor biostimulation and electron donor fate in chromium-contaminated groundwater,https://github.com/topics/stable-isotopes
670,Enhanced Phase-Driven Q-Learning-Based DRM for Multicore Processors,https://github.com/topics/q-learning%3Fl%3Dc
671,Rilod: Near real-time incremental learning for object detection at the edge,https://github.com/xialeiliu/Awesome-Incremental-Learning
672,The ASC-inclusion perceptual serious gaming platform for autistic children,https://github.com/topics/autism%3Fo%3Dasc%26s%3Dforks
673,Low Complexity 54-63-GHz Transmit/Receive 64-and 128-element 2-D-Scanning Phased-Arrays on Multilayer Organic Substrates with 64-QAM 30-Gbps Data Rates,https://github.com/PythonSpiderMan/ScrappedData/blob/master/IEEE_5G.md
674,A Super-Resolution Mixed-Signal Doherty Power Amplifier for Simultaneous Linearity and Efficiency Enhancement,https://github.com/topics/image-super-resolution%3Fo%3Ddesc%26s%3Dupdated
675,Biomechanical characterization of TIM protein–mediated Ebola virus–host cell adhesion,
676,"Low-power, bio-inspired time-stamp-based 2-d optic flow sensor for artificial compound eyes of micro air vehicles",https://github.com/topics/low-power%3Fl%3Dc%252B%252B%26o%3Ddesc%26s%3Dupdated
677,A FRAMEWORK for ADDRESSING ETHICAL CONSIDERATIONS in the ENGINEERING of AUTOMATED VEHICLES (AND OTHER TECHNOLOGIES),https://github.com/manfreddiaz/awesome-autonomous-vehicles/blob/master/README.md
678,Faster differentially private samplers via Rényi divergence analysis of discretized Langevin MCMC,https://github.com/yilundu/improved_contrastive_divergence/issues/5
679,What neural networks memorize and why: Discovering the long tail via influence estimation,https://github.com/google-research/heldout-influence-estimation
680,Robust multichannel linear prediction for online speech dereverberation using weighted householder least squares lattice adaptive filter,https://github.com/topics/dereverberation
681,Optimal sequential maximization one interview is enough!,https://github.com/jwasham/coding-interview-university
682,Equivariant neural rendering,https://github.com/apple/ml-equivariant-neural-rendering
683,On the error resistance of hinge loss minimization,https://github.com/topics/hinge-loss
684,Stochastic optimization with laggard data pipelines,https://github.com/topics/stochastic-optimization-algorithms
685,Stability of stochastic gradient descent on nonsmooth convex losses,https://github.com/zoq/Awesome-Optimizer
686,"Online automatic speech recognition with listen, attend and spell model",https://github.com/topics/listen-attend-and-spell
687,Collegial ensembles,https://github.com/apple/ml-collegial-ensembles
688,On the long-term learning ability of LSTM LMs,https://github.com/christianversloot/machine-learning-articles/blob/main/a-gentle-introduction-to-long-short-term-memory-networks-lstm.md
689,Compact speaker embedding: Lrx-vector,https://github.com/zycv/Speaker-Recognition-Based-on-Deep-Learning-An-Overview
690,Length- And noise-aware training techniques for short-utterance speaker recognition,https://github.com/seongmin-kye/meta-SR
691,Complementary language model and parallel Bi-LRNN for false trigger mitigation,https://github.com/gbstack/AAAI-2022-papers
692,Density Estimation in Representation Space to Predict Model Uncertainty,https://github.com/ENSTA-U2IS/awesome-uncertainty-deeplearning
693,Self-Representation Based Unsupervised Exemplar Selection in a Union of Subspaces,https://github.com/ChongYou/subspace-clustering
694,Advanced synchronization in mac OS X: Extending unix to SMP and real-time,https://github.com/huddy1985/realtime-papers/blob/master/Advanced%2520Synchronization%2520in%2520Mac%2520OS%2520X:%2520Extending%2520UNIX%2520to%2520SMP%2520and%2520Real-Time.pdf
695,"Double-Talk Robust Multichannel Acoustic Echo Cancellation Using Least-Squares MIMO Adaptive Filtering: Transversal, Array, and Lattice Forms",https://github.com/topics/acoustic-echo-cancellation
696,An adjust duty cycle method for optimized congestion avoidance and reducing delay for WSNs,https://github.com/topics/wsn%3Fl%3Dpython%26o%3Dasc%26s%3Dstars
697,Does time matter in learning? a computer simulation of carroll’s model of learning,https://github.com/topics/computer-graphics-simulation
698,Assessing alternative text presentation and tablet device usage for low vision leisure reading,https://github.com/topics/low-vision
699,Variational saccading: Efficient inference for large resolution images,
700,A robust zero-sum game framework for pool-based active learning,
701,Jointly learning to align and translate with transformer models,
702,Limited Scan-Angle Phased Arrays Using Randomly Grouped Subarrays and Reduced Number of Phase Shifters,
703,Supervised Deep Sparse Coding Networks for Image Classification,
704,Online Robust Principal Component Analysis with Change Point Detection,
705,ODDS: Optimizing Data-Locality Access for Scientific Data Analysis,
706,Enhancing neural sentiment analysis with aspect weights,
707,DXOMARK objective video quality measurements,
708,Continuous-Time Bandpass Delta-Sigma Modulators and Bitstream Processing: (Invited),
709,ACPR Improvement in Large Phased Arrays With Complex Modulated Waveforms,
710,A Three-Level Boost Converter with Full-Range Auto-Capacitor-Compensation Pulse Frequency Modulation,
711,TSV antennas for multi-band wireless communication,
712,Understanding and Visualizing Data Iteration in Machine Learning,
713,Automated Class Discovery and One-Shot Interactions for Acoustic Activity Recognition,
714,Tempura: Query Analysis with Structural Templates,
715,Enhancing Mobile Voice Assistants with WorldGaze,
716,The future of notebook programming is fluid,
717,Unsupervised style and content separation by minimizing mutual information for speech synthesis,
718,Leveraging Gans to Improve Continuous Path Keyboard Input Models,
719,Lattice-Based Improvements for Voice Triggering Using Graph Neural Networks,
720,On Modeling ASR Word Confidence,
721,Detecting Emotion Primitives from Speech and Their Use in Discerning Categorical Emotions,
722,Embedded Large-Scale Handwritten Chinese Character Recognition,
723,SNDCNN: Self-Normalizing Deep CNNs with Scaled Exponential Linear Units for Speech Recognition,
724,Approximate Gram-Matrix Interpolation for Wideband Massive MU-MIMO Systems,
725,Enabling Super-Resolution Parameter Estimation for mm-Wave Channel Sounding,
726,High Dynamic Range Video Coding Technology in Responses to the Joint Call for Proposals on Video Compression with Capability beyond HEVC,
727,A Compact Low-Power Current-to-Digital Readout Circuit for Amperometric Electrochemical Sensors,
728,Least squares binary quantization of neural networks,
729,Fast and Stable Repartitioning of Road Networks,
730,Sliding-Window Superposition Coding: Two-User Interference Channels,
731,"A 22.3-nW, 4.55 cm2 Temperature-Robust Wake-Up Receiver Achieving a Sensitivity of -69.5 dBm at 9 GHz",
732,A Fully Integrated Reprogrammable CMOS-RRAM Compute-in-Memory Coprocessor for Neuromorphic Applications,
733,Earth rotation measured by a chip-scale ring laser gyroscope,
734,Rateless Codes for Near-Perfect Load Balancing in Distributed Matrix-Vector Multiplication,
735,Modeling and ranking flaky tests at apple,
736,Better visual image super-resolution with laplacian pyramid of generative adversarial networks,
737,Generating Compact Tree Ensembles via Annealing,
738,Neural Rule Ensembles: Encoding Sparse Feature Interactions into Neural Networks,
739,Improving Discrete Latent Representations with Differentiable Approximation Bridges,
740,Experimental characterization and methodology for full-wave modeling of ESD to displays,
741,Trend Analysis of Dissipated Electrostatic Discharge Energy in Touchscreen Displays,
742,Adaptive Particle Filtering for Fault Detection in Partially-Observed Boolean Dynamical Systems,
743,Rateless Codes for Near-Perfect Load Balancing in Distributed Matrix-Vector Multiplication,
744,System-Level EMI of an Artificial Router System with Multiple Radiators: Prediction and Validation,
745,A 2-in-1 temperature and humidity sensor with a single fll wheatstone-bridge front-end,
746,Measurement-based validation of integrated circuit transient electromagnetic event sensors,
747,Measurement Techniques to Identify Soft Failure Sensitivity to ESD,
748,A 12-Gb/s 10-ns turn-on time rapid on/off baud-rate dfe receiver in 65-nm cmos,
749,Design of a Host Interface Logic for GC-Free SSDs,
750,Testing QUIC with packetdrill,
751,The 'ScribbleLens' Dutch Historical Handwriting Corpus,
752,Energy-Efficient Massive IoT Shared Spectrum Access over UAV-Enabled Cellular Networks,
753,The Design of a CMOS Nanoelectrode Array with 4096 Current-Clamp/Voltage-Clamp Amplifiers for Intracellular Recording/Stimulation of Mammalian Neurons,
754,"A 48-V:16-V, 180-W Resonant Switched-Capacitor Converter with High-Q Merged Multiphase LC Resonator",
755,Bus Converter Using Isolation Capacitance for ZVS and Invariant Operation,
756,How Big Data Confers Market Power to Big Tech: Leveraging the Perspective of Data Science,
757,Fast and Flexible Overlap Detection for Chart Labeling with Occupancy Bitmap,
758,Impacts of COVID-19-related social distancing measures on personal environmental sound exposures,
759,Paraffin-Based Reconfigurable Antenna Operating at 100 GHz,
760,Nonlinear Dissipation in Epitaxial SCS and Polysilicon MEMS Driven at Large Amplitudes,
761,Parameter Identification and Nonparametric Calibration of the Tri-Pyramid Robot,
762,Extreme MRI: Large-scale volumetric dynamic imaging from continuous non-gated acquisitions,
763,Rescribe: Authoring and automatically editing audio descriptions,
764,Mage: Fluid moves between code and graphical work in computational notebooks,
765,Modality Dropout for Improved Performance-driven Talking Faces,
766,Making Mobile Augmented Reality Applications Accessible,
767,Towards Recommending Accessibility Features on Mobile Devices,
768,Obsidian: Typestate and assets for safer blockchain programming,
769,AeroRIT: A New Scene for Hyperspectral Image Analysis,
770,A 12-Bit 125-MS/s 2.5-Bit/Cycle SAR-Based Pipeline ADC Employing a Self-Biased Gain Boosting Amplifier,
771,"Suicide, overdose and worker exit in a cohort of Michigan autoworkers",
772,A new approach to the analysis of homogeneous transfer lines with unreliable buffers subject to time-dependent failure,
773,Dirac solitons in optical microresonators,
774,Characterization of Accelerated Fatigue in Thick Epi-Polysilicon Vacuum Encapsulated MEMS Resonators,
775,Fully Additive Fabrication of Electrically Anisotropic Multilayer Materials Based on Sequential Electrodeposition,
776,Perceptually Weighted Mean Squared Error Based Rate-Distortion Optimization for HEVC,
777,Automated Data Slicing for Model Validation: A Big Data - AI Integration Approach,
778,Switched-Capacitor Boost-Buck Ladder Converters with Extended Voltage Range in Standard CMOS,
779,The Signaling Power of Unexcused Absence from School,
